产品名称,产品ID,芯片系列,产品系列,图形芯片,核心工艺,CUDA核心,基础频率,一键OC核心频率,显存频率,显存容量,显存类型,显存位宽,总线标准,3D API,显示接口,外接供电,TDP功耗,图片列表,NVIDIA SLI,数字最大分辨率,多显示器,呼吸灯,风扇调速,风扇智能启停,VGA最大分辨率,水冷头
战斧GTX950-Twin-2GD5 V4,327,GeForce® GTX 950,战斧系列,GeForce GTX950,28纳米,768,,,6610MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90W,"['https://www.colorful.cn/Resource/2016/03/201603211517458948.JPG', 'https://www.colorful.cn/Resource/2016/03/201603211517465812.JPG', 'https://www.colorful.cn/Resource/2016/03/201603211517472988.JPG', 'https://www.colorful.cn/Resource/2016/03/201603211517450992.JPG']",是,5120x3200,4,否,是,否,2048x1536,否
iGame950 烈焰战神U-2GD5 V5,328,GeForce® GTX 950,iGame系列,GeForce GTX950,28纳米,768,,"Boost:1418MHz,Base:1216MHz",6610MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90W,"['https://www.colorful.cn/Resource/2016/03/201603181142476820.JPG', 'https://www.colorful.cn/Resource/2016/03/201603181142484620.JPG', 'https://www.colorful.cn/Resource/2016/03/201603181142491796.JPG', 'https://www.colorful.cn/Resource/2016/03/201603181142469332.JPG']",是,5120x3200，频率为 60 Hz，并带有两个 DisplayPort 连接器,4,否,是,是,2048x1536,否
网驰GTX950-Twin-2GD5 V3,329,GeForce® GTX 950,网驰系列,GeForce GTX950,28纳米,768,,,6610MHz,2048M,GDDR5,128 bit,PCI-E X16 3.0,DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,,90w,"['https://www.colorful.cn/Resource/2016/03/201603041621427070.JPG', 'https://www.colorful.cn/Resource/2016/03/201603041621437990.JPG', 'https://www.colorful.cn/Resource/2016/03/201603041621447662.JPG', 'https://www.colorful.cn/Resource/2016/03/201603041621419426.JPG']",是,5120x3200,4,否,是,否,2048x1536,否
网驰GTX950-Twin-2GD5 V2,326,GeForce® GTX 950,网驰系列,GeForce GTX950,28纳米,768,,,6610MHz,2GB,GDDR5,128 bit,PCI-E X16 3.0,DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2016/01/201601201832545245.JPG', 'https://www.colorful.cn/Resource/2016/01/201601201832555853.JPG', 'https://www.colorful.cn/Resource/2016/01/201601201832573637.JPG', 'https://www.colorful.cn/Resource/2016/01/201601201832527461.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
Colorful950-2GD5 海外版,325,GEFORCE 900系列,Colorful系列,GeForce GTX950,28纳米,768,,,6610MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/11/201511261009056070.JPG', 'https://www.colorful.cn/Resource/2015/11/201511261009058820.JPG', 'https://www.colorful.cn/Resource/2015/11/201511261009062130.JPG', 'https://www.colorful.cn/Resource/2015/11/201511261009066980.JPG']",是,5120x3200,4,否,是,否,2048x1536,否
iGame950 烈焰战神U-2GD5 V2,323,GeForce® GTX 950,iGame系列,GeForce GTX950,28纳米,768,,"Boost:1329MHz,Base:1140MHz",6600MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/10/201510281015473285.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281015478745.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281015509009.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281015457529.JPG']",是,DVI 最高输出：2560X1600,4,否,是,是,2048x1536,否
iGame950 烈焰战神U-2GD5 V3,324,GeForce® GTX 950,iGame系列,GeForce GTX950,28纳米,768,,"Boost:1329MHz,Base:1140MHz",6600MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 11.2 / OpenGL 4.3,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/10/201510281028595016.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281029004688.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281029022160.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281028573800.JPG']",是,DVI 最高输出：2560X1600,4,否,是,是,2048x1536,否
战斧GTX950-Twin-2GD5 V2,322,GeForce® GTX 950,战斧系列,GeForce GTX950,28纳米,768,,,6610MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/10/201510281047042077.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281047047537.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281047053777.JPG', 'https://www.colorful.cn/Resource/2015/10/201510281047027569.JPG']",是,4096*2160@24Hz,4,否,是,否,2048x1536,否
iGame950 冰封骑士Mini-2GD5,321,GeForce® GTX 950,iGame系列,GeForce GTX950,28纳米,768,,"Boost:1279MHz,Base:1102MHz",6610MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,DVI+HDMI+3DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/09/201509161626569834.JPG', 'https://www.colorful.cn/Resource/2015/09/201509161626581222.JPG', 'https://www.colorful.cn/Resource/2015/09/201509161626589958.JPG', 'https://www.colorful.cn/Resource/2015/09/201509161626553609.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
iGame950 烈焰战神X-2GD5,319,GeForce® GTX 950,iGame系列,GeForce GTX950,28纳米,768,,"Boost:1367MHz,Base:1178MHz",6600-7000MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/09/201509090935032349.JPG', 'https://www.colorful.cn/Resource/2015/09/201509090935059650.JPG', 'https://www.colorful.cn/Resource/2015/09/201509090935098806.JPG', 'https://www.colorful.cn/Resource/2015/09/201509090935102394.JPG', 'https://www.colorful.cn/Resource/2015/09/201509090935022053.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
网驰GTX950-2GD5,320,GeForce® GTX 950,网驰系列,GeForce GTX950,28纳米,768,,,6600MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/09/201509060936337952.JPG', 'https://www.colorful.cn/Resource/2015/09/201509060936358700.JPG', 'https://www.colorful.cn/Resource/2015/09/201509060936368060.JPG', 'https://www.colorful.cn/Resource/2015/09/201509060936410492.JPG', 'https://www.colorful.cn/Resource/2015/09/201509060936371336.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
战斧GTX950-Twin-2GD5,318,GeForce® GTX 950,战斧系列,GeForce GTX950,28纳米,768,,,6600MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/08/201508241017309605.JPG', 'https://www.colorful.cn/Resource/2015/08/201508241017323334.JPG', 'https://www.colorful.cn/Resource/2015/08/201508241017332850.JPG', 'https://www.colorful.cn/Resource/2015/08/201508241017301181.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
iGame950 烈焰战神S-2GD5,317,GeForce® GTX 950,烈焰战神系列,GeForce GTX950,28纳米,768,,,6600MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/08/201508191438239633.JPG', 'https://www.colorful.cn/Resource/2015/08/201508191438250397.JPG', 'https://www.colorful.cn/Resource/2015/08/201508191438262409.JPG', 'https://www.colorful.cn/Resource/2015/08/201508191438256949.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
iGame950 烈焰战神U-2GD5,315,GeForce® GTX 950,iGame系列,GeForce GTX950,28纳米,768,,"Boost:1329MHz,Base:1140MHz",6600MHz,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/08/201508191431294218.JPG', 'https://www.colorful.cn/Resource/2015/08/201508191431303890.JPG', 'https://www.colorful.cn/Resource/2015/08/201508191431310286.JPG', 'https://www.colorful.cn/Resource/2015/08/201508191431271598.JPG', 'https://www.colorful.cn/Resource/2015/10/201510211347528281.JPG', 'https://www.colorful.cn/Resource/2015/10/201510211347536393.JPG']",是,DVI 最高输出：2560X1600,4,否,是,是,2048x1536,否
网驰GTX950-Twin-2GD5,316,GeForce® GTX 950,网驰系列,GeForce GTX950,28纳米,768,,,6600MHZ,2048M,GDDR5,128B,PCI-E X16(3.0),DirectX 12.1 / OpenGL 4.5,双DVI+HDMI+DP,6pin,90w,"['https://www.colorful.cn/Resource/2015/08/201508111648561819.JPG', 'https://www.colorful.cn/Resource/2015/08/201508111648581943.JPG', 'https://www.colorful.cn/Resource/2015/08/201508111648589119.JPG', 'https://www.colorful.cn/Resource/2015/08/201508111648555578.JPG']",是,DVI 最高输出：2560X1600,4,否,是,否,2048x1536,否
iGame·九段 780TI,100,GeForce® GTX 780ti,iGame系列,Gefore GTX 780Ti,28nm,,,,7000MHz,3072M,GDDR5,384BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/06/201406131029532916.JPG', 'https://www.colorful.cn/Resource/2014/06/201406131029551168.JPG', 'https://www.colorful.cn/Resource/2014/06/201406131029579561.JPG', 'https://www.colorful.cn/Resource/2014/06/201406131029525584.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame780Ti-3GD5,98,GeForce® GTX 780ti,iGame系列,Gefore GTX 780Ti,28nm,,,,7000MHz,3072M,GDDR5,384bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/11/201311111037223326.JPG', 'https://www.colorful.cn/Resource/2013/11/201311111037241734.JPG', 'https://www.colorful.cn/Resource/2013/11/201311111037260298.JPG', 'https://www.colorful.cn/Resource/2013/11/201311111037282606.JPG', 'https://www.colorful.cn/Resource/2013/11/201311111037194778.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GTX780Ti CH-3GD5,99,GeForce® GTX 780ti,七彩虹系列,Gefore GTX 780Ti,28nm,,,,7010MHz,3072M,GDDR5,384bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/11/201311081128115849.JPG', 'https://www.colorful.cn/Resource/2013/11/201311081128189481.JPG', 'https://www.colorful.cn/Resource/2013/11/201311081128221461.JPG', 'https://www.colorful.cn/Resource/2013/11/201311081128261085.JPG', 'https://www.colorful.cn/Resource/2013/11/201311081128039409.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame780-3GD5,74,GeForce® GTX 780,iGame系列,NVIDIA GeForce GTX 780 GPU,28nm,,,,6008MHz,3072M,GDDR5,384,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/10/201310151126422950.JPG', 'https://www.colorful.cn/Resource/2013/10/201310151126453300.JPG', 'https://www.colorful.cn/Resource/2013/10/201310151126497710.JPG', 'https://www.colorful.cn/Resource/2013/10/201310151126397570.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame·九段 780,73,GeForce® GTX 780,iGame系列,NVIDIA GeForce GTX 780 GPU,28nm,,,,6008MHz,3072M,GDDR5,384,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/08/201308051714561480.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051715004070.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051715034220.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051715064240.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051715107180.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051712566080.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GTX780 CH-3GD5,72,GeForce® GTX 780,七彩虹系列,NVIDIA GeForce GTX 780 GPU,28nm,,,,6008MHz,3072M,GDDR5,384bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/05/201305241125019082.JPG', 'https://www.colorful.cn/Resource/2013/05/201305241125034203.JPG', 'https://www.colorful.cn/Resource/2013/05/201305241125061094.JPG', 'https://www.colorful.cn/Resource/2013/05/201305241125047113.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-2GD5 V4,97,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/11/201411061436431984.JPG', 'https://www.colorful.cn/Resource/2014/11/201411061436451172.JPG', 'https://www.colorful.cn/Resource/2014/11/201411061436454916.JPG', 'https://www.colorful.cn/Resource/2014/11/201411061436439940.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GTX770-2GD5 TOP,95,GeForce® GTX 770,七彩虹系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/08/201408271507316277.JPG', 'https://www.colorful.cn/Resource/2014/08/201408271507313001.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-4GD5 V2,96,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,4096M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/08/201408082037272627.JPG', 'https://www.colorful.cn/Resource/2014/08/201408082037280583.JPG', 'https://www.colorful.cn/Resource/2014/08/201408082037285887.JPG', 'https://www.colorful.cn/Resource/2014/08/201408082037289787.JPG', 'https://www.colorful.cn/Resource/2014/08/201408082037276995.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-2GD5 V3,93,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/08/201408041059479240.JPG', 'https://www.colorful.cn/Resource/2014/08/201408041059487664.JPG', 'https://www.colorful.cn/Resource/2014/08/201408041059491252.JPG', 'https://www.colorful.cn/Resource/2014/08/201408041059483764.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-2GD5,94,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/08/201408041111429702.JPG', 'https://www.colorful.cn/Resource/2014/08/201408041111445302.JPG', 'https://www.colorful.cn/Resource/2014/08/201408041111451542.JPG', 'https://www.colorful.cn/Resource/2014/08/201408041111440778.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770-2GD5 DualBIOS,92,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/05/201405291605306477.JPG', 'https://www.colorful.cn/Resource/2014/05/201405291605311781.JPG', 'https://www.colorful.cn/Resource/2014/05/201405291605319425.JPG', 'https://www.colorful.cn/Resource/2014/05/201405291605300081.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神X-2GD5 TOP,91,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz/7200MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/01/201401171528276654.JPG', 'https://www.colorful.cn/Resource/2014/01/201401171528287731.JPG', 'https://www.colorful.cn/Resource/2014/01/201401171528305515.JPG', 'https://www.colorful.cn/Resource/2014/01/201401171528328915.JPG', 'https://www.colorful.cn/Resource/2014/01/201401171528261522.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-4GD5,90,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,4096M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/08/201308021445416425.JPG', 'https://www.colorful.cn/Resource/2013/08/201308021445446425.JPG', 'https://www.colorful.cn/Resource/2013/08/201308021445479655.JPG', 'https://www.colorful.cn/Resource/2013/08/201308021445115075.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神X-2GD5,87,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz/7200MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/07/201307251051347212.JPG', 'https://www.colorful.cn/Resource/2013/07/201307251051377442.JPG', 'https://www.colorful.cn/Resource/2013/07/201307251051409422.JPG', 'https://www.colorful.cn/Resource/2013/09/201309031737293500.JPG', 'https://www.colorful.cn/Resource/2013/07/201307251049406592.JPG', 'https://www.colorful.cn/Resource/2013/09/201309031736384670.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-2GD5 V2,88,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/07/201307241743411122.JPG', 'https://www.colorful.cn/Resource/2013/07/201307241744408722.JPG', 'https://www.colorful.cn/Resource/2013/07/201307241744439052.JPG', 'https://www.colorful.cn/Resource/2013/07/201307241744482722.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame770 烈焰战神U-2GD5,89,GeForce® GTX 770,iGame系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/07/201307030909116694.JPG', 'https://www.colorful.cn/Resource/2013/07/201307030917587236.JPG', 'https://www.colorful.cn/Resource/2013/07/201307030918019838.JPG', 'https://www.colorful.cn/Resource/2013/07/201307030918061040.JPG']",,DVI 最高输出：2560X1600,,,,,,
七彩虹GTX770 CH-2GD5,86,GeForce® GTX 770,七彩虹系列,NVIDIA GeForce GTX 770 GPU,28nm,,,,7010MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/06/201306131346598652.JPG', 'https://www.colorful.cn/Resource/2013/06/201306131347029934.JPG', 'https://www.colorful.cn/Resource/2013/06/201306131347058325.JPG', 'https://www.colorful.cn/Resource/2013/06/201306131346561390.JPG']",,DVI 最高输出：2560X1600,,,,,,
网驰GTX760-2GD5 Green,85,GeForce® GTX 760,网驰系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/06/201406230952012536.JPG', 'https://www.colorful.cn/Resource/2014/06/201406230952021116.JPG', 'https://www.colorful.cn/Resource/2014/06/201406230952029696.JPG', 'https://www.colorful.cn/Resource/2014/06/201406230952035780.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame760 烈焰战神X-2GD5 TOP 定制版,84,GeForce® GTX 760,iGame系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz/6208MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/04/201404291039085941.JPG', 'https://www.colorful.cn/Resource/2014/04/201404291039097173.JPG', 'https://www.colorful.cn/Resource/2014/04/201404291039059421.JPG', 'https://www.colorful.cn/uploads/AttachFile/201804181113185635.jpg']",,DVI 最高输出：2560X1600,,,,,,
Colorful760-2GD5,83,GeForce® GTX 760,Colorful系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,DVI+DVI+miniHDMI,,,"['https://www.colorful.cn/Resource/2014/03/201403211418599225.JPG', 'https://www.colorful.cn/Resource/2014/03/201403211419018569.JPG', 'https://www.colorful.cn/Resource/2014/03/201403211419036198.JPG', 'https://www.colorful.cn/Resource/2014/03/201403211418580349.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame760 烈焰战神X-2GD5 TOP,82,GeForce® GTX 760,iGame系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz/6208MHz,2048M,GDDR5,256BIT,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2014/01/201401091538241562.JPG', 'https://www.colorful.cn/Resource/2014/01/201401091538257631.JPG', 'https://www.colorful.cn/Resource/2014/01/201401091538292731.JPG', 'https://www.colorful.cn/Resource/2014/01/201401091538331887.JPG', 'https://www.colorful.cn/Resource/2014/01/201401091538217226.JPG']",,DVI 最高输出：2560X1600,,,,,,
Colorful760-2GD5 SI,81,GEFORCE 700系列,Colorful系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/08/201308211456594463.JPG', 'https://www.colorful.cn/Resource/2013/08/201308211457178413.JPG', 'https://www.colorful.cn/Resource/2013/08/201308211457236933.JPG', 'https://www.colorful.cn/Resource/2013/08/201308211456551923.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame760 烈焰战神U-4GD5,79,GeForce® GTX 760,iGame系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz,4096M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/08/201308051455094220.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051455125690.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051455158490.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051455057940.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame760 烈焰战神U-2GD5 V3,80,GeForce® GTX 760,iGame系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/08/201308051438493710.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051457144510.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051457179500.JPG', 'https://www.colorful.cn/Resource/2013/08/201308051457212110.JPG']",,DVI 最高输出：2560X1600,,,,,,
iGame760 烈焰战神X-2GD5,78,GeForce® GTX 760,iGame系列,NVIDIA GeForce GTX 760 GPU,28nm,,,,6008MHz,2048M,GDDR5,256bit,PCI-E X16(3.0),DirectX 11.1 / OpenGL 4.3,双DVI+HDMI+DP,,,"['https://www.colorful.cn/Resource/2013/09/201309031013256830.JPG', 'https://www.colorful.cn/Resource/2013/09/201309031013301380.JPG', 'https://www.colorful.cn/Resource/2013/09/201309031013361030.JPG', 'https://www.colorful.cn/Resource/2013/09/201309031733529720.JPG', 'https://www.colorful.cn/Resource/2013/09/201309031013398340.JPG']",,DVI 最高输出：2560X1600,,,,,,
