产品名称,CPU,CPU型号,CPU主频,最高睿频,操作系统,屏幕尺寸,物理分辨率,屏幕类型,内存容量,内存类型,内存频率,硬盘类型,硬盘容量,显卡类型,显示芯片,显存容量,显存类型,光驱类型,USB3.0,USB2.0,视频接口,音频接口,读卡器,type-c 接口,无线网卡,摄像头,键盘描述,尺寸,预装软件,图片列表,电池,重量,蓝牙,电源适配器,颜色,核心数,显示比例,RJ45(以太网口),杜比音效,扬声器,麦克风,指取设备,型号,USB3.1,其他接口,JBL音响,接口类型,硬盘转速,三级缓存,ThunderBolt 3.0,有线网卡,指纹识别,保修政策,质保时间,质保备注,内存插槽数量,外壳材质A面,摄像头像素,触控屏,增值服务,续航时间,外壳材质D面,内存最大支持容量
ThinkPad T480 笔记本电脑 20L5001SCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,500GB+128GB SSD,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/dv2JeKO6YptJIV2gfzwEdp3cO-7978.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,SATA 串行,7200rpm,6MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad T480 笔记本电脑 20L5A00NCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/dv2JeKO6YptJIV2gfzwEdp3cO-7978.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,,,8MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad T480 笔记本电脑 20L5A00LCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/01/hCzn1jgId6WfezwVPjFb2en0k-2611.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,,,6MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad T480 笔记本电脑 20L50021CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘,500GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,全尺寸键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/hCzn1jgId6WfezwVPjFb2en0k-2611.w84.jpg']",48.0Whr,,BT4.1,,,,16:10,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,SATA 串行,7200rpm,6MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad T480 笔记本电脑 20L5A00QCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,512GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/01/dv2JeKO6YptJIV2gfzwEdp3cO-7978.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,,,8MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ThinkPad E480 笔记本电脑 20KNA002CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+128GB SSD,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,全尺寸键盘,约21.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/01/14/affzd4p47nYNfAYfiiXuVyxVJ-9078.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/va9l4wQL5OjACLOQUIELxuU9y-9388.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/yGT79CDvtzqIqRzYC7VDLqlKL-9381.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/U5uoLFm6zXW6xbI23fxNISm2z-0016.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/A1LYREgEXjB9CsoCap6qADSgn-0101.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/15/VXFMQ51boWuCdNgWg0DRPex9D-3798.w84.jpg']",45Wh,约1.78kg ,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行, 5400rpm,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,ABS塑料,,,,,,
ThinkPad E480 笔记本电脑 20KNA001CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,500GB+128GB SSD,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,全尺寸键盘,约21.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/01/14/affzd4p47nYNfAYfiiXuVyxVJ-9078.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/14/va9l4wQL5OjACLOQUIELxuU9y-9388.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/14/yGT79CDvtzqIqRzYC7VDLqlKL-9381.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/U5uoLFm6zXW6xbI23fxNISm2z-0016.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/A1LYREgEXjB9CsoCap6qADSgn-0101.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/15/RsUa0Z44WSNkRBx3loRZxjMqv-4823.w84.jpg']",45Wh,约1.78kg ,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行,7200rpm,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,ABS塑料,,,,,,
ideapad 320C-15IKB 15.6英寸笔记本 黑色 81FU0006CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,15.6英寸,1366x768,高清屏幕,4GB,DDR4,,,,独立显卡, AMD Radeon™ 530,2GB,GDDR5,,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,,有,,,378x260x22.9mm ,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/03/13/bvfq42s18caWtHlSEWyul5ECL-9964.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/13/O0BXRTegA2lHj7RrvjiFE4H04-9976.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/13/HgwpzpxgsotgMZRbaXir1jjiJ-0007.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/13/Bb1UYlUJXgwhDPUef3M3YZ2ct-3572.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/13/GiUnWGH2caocNd9MfunmdNZ7x-3580.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/09/aLy2GvojFvgrVQ7Z5b8CCN0pK-2275.w84.jpg']",30Wh,,,100-240V自适应交流电源适配器,,,16:9,1个,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkPad E480 笔记本电脑 20KNA003CD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1366x768,HD LED 背光显示屏,8GB,DDR4,2400Mhz,机械硬盘,1TB,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,全尺寸键盘,约21.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/01/14/affzd4p47nYNfAYfiiXuVyxVJ-9078.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/va9l4wQL5OjACLOQUIELxuU9y-9388.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/14/yGT79CDvtzqIqRzYC7VDLqlKL-9381.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/U5uoLFm6zXW6xbI23fxNISm2z-0016.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/A1LYREgEXjB9CsoCap6qADSgn-0101.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/01/15/DKhuL92OO9ZigkkWW20obbRaA-9348.w84.jpg']",45Wh,约1.78kg ,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行, 5400rpm,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,ABS塑料,,,,,,
ThinkPad E480 笔记本电脑 20KN001BCD,第八代Kabylake智能英特尔® 酷睿™ i7 处理器,i7-8550U,1.8GHz,4.0GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,机械硬盘+固态硬盘,1TB+256GB SSD,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,背光键盘,约19.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2018/02/11/URbbazuMbvpdHHas0Z6nWhrkS-7048.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/11/dd5jFb6VhKQeTQrEvVVtEjnIi-7100.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/11/sbLTeW1GPjAxuw45DVJioVM3l-7129.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/11/RIRyt1NESVPMNtZcThSOc95Hg-7442.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/11/iy9Cx5JppRm8cKIqEPRnqHe3X-7475.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/11/7xCS8QQVBZ2isrCdhg6QhtN2r-7559.w84.jpg']",45Wh,约1.75kg ,BT4.1,,银色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,SATA 串行, 5400rpm,8MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,金属,,,,,,
ideapad 320S-15IKB 15.6英寸笔记本 银色 80X5000QCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,15.6英寸,1366x768,高清屏幕,4GB,DDR4,,机械硬盘,1TB,独立显卡, NVIDIA Geforce 920MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,,,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2017/08/03/2GKln3RpiAroukNLvS8wotVW3-3130.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/08/03/hnBqTREpxzjB03HZGD1Kpu7ow-3164.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/03/E4PIhI2zHKwYRNVUAW5YL3UF1-3122.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/08/03/IgDw65guKdi8m1VqsA24zpguH-3519.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/03/jFXc3Win30OfdPMKY30H1ABCk-3549.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/02/A4P2jdqHQdvs4NUxC1tCXM1Zq-5446.w84.jpg']",30Wh,1.89Kg,,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,
ideapad 320S-14IKB 14.0英寸笔记本 白色 80X40000CD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,14.0英寸,1366x768,高清屏幕,4GB,DDR4,,SSD固态硬盘,256GB,独立显卡, NVIDIA Geforce 920MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,,,,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2017/08/02/jblRt0PyWr1GhPjHCWNvwuvu7-2737.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/02/x1ZmhzxUBif2Hz2k9o5xsXtwp-2748.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/02/oYM3N9RuFOKIBUNIjDcF9c2Jy-2772.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/02/ohA22egZD32XeFyqYCmOTLJBK-3229.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/02/kkayBEzvZL9uLH4625Dt2lpZT-3339.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/02/WJ7IlmOutWvPL0DxzpjJJ7QWp-4187.w84.jpg']",30Wh,1.69Kg,,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,
IdeaPad 120S-14IAP 14.0英寸笔记本 银色 O2O-81A5001FCD,英特尔® 赛扬® 处理器 N 系列,N3350,1.1 GHz,,Windows 10 中文版,14.0英寸,1366x768,高清屏幕,4GB,LPDDR4,,SSD固态硬盘,128GB,集成显卡,,,,无光驱,2个,,HDMI,耳机、麦克风二合一接口,Micro SD,1个,有,,,334x235x18.6mm,正版office家庭和学生版2016,"['//p3.lefile.cn/product/adminweb/2017/12/19/Md5DESBAElazULFXr45zcxzHI-4292.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/19/4MP1htO0Cidi1VZS5jy3rEh2L-4337.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/19/eTXMouaHQyeEqb5YXpwSjy1ab-4391.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/12/19/FmU1B8OGYNJTQBBOi4IiaEapB-4884.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/12/19/q6JMTE8IemhFkyEICMmD9Ay64-5231.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/12/19/SpEpQvJZZDaAExggZtyqGiQwl-9740.w84.jpg']",,1.44Kg,有,,,,16:9,,,,,,,,,,,,,,,,,,,,,30万像素,,,,,
ThinkPad E480 笔记本电脑 20KNA00QCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,256GB,独立显卡,AMD Radeon™ RX550,2GB,GDDR5,无光驱,2个,1个,HDMI,耳机、麦克风二合一接口,Micro SD,有,802.11AC,720p HD 摄像头,全尺寸键盘,约21.9 x 329 x 242mm ,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2018/01/14/affzd4p47nYNfAYfiiXuVyxVJ-9078.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/14/va9l4wQL5OjACLOQUIELxuU9y-9388.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/yGT79CDvtzqIqRzYC7VDLqlKL-9381.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/01/14/U5uoLFm6zXW6xbI23fxNISm2z-0016.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/01/14/A1LYREgEXjB9CsoCap6qADSgn-0101.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/01/15/DKhuL92OO9ZigkkWW20obbRaA-9348.w84.jpg']",45Wh,约1.78kg ,BT4.1,,黑色,四核,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,,,,,6MB,,,,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,2,ABS塑料,,,,,,
YOGA 730-13IKB 13.3英寸触控笔记本 格调银 81CT000VCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,13.3英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,,,耳机、麦克风二合一接口,,2个,有,720p HD 摄像头,背光键盘,306.8x216.3x13.9mm,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/03/08/9Sj5y8PSeKASwdF6QdDGZifl0-3105.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/08/j9fbTkr5uAlANTRib9UvsoAOX-3167.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/16/dIemUiSrycserZ3SHlXVBvodo-8146.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/08/Fs6KOdByfAJTnVusZYPsCflfC-3540.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/03/08/IBVZYXqKJW91lnAnKDjmi3rbH-8632.w84.jpg']",48.0Whr,,有,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,有,,,,,,,支持,,,,
ThinkPad T480 笔记本电脑 20L5A00MCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6GHz,3.4GHz, Windows 10 家庭版 (联想推荐使用Windows 10 专业版),14.0英寸,1920x1080,IPS FHD LED背光显示屏,8GB,DDR4,2400Mhz,SSD固态硬盘,512GB,独立显卡,NVIDIA GeForce MX150,2GB,DDR5,无光驱,2个,,HDMI,耳机、麦克风二合一接口,4合1读卡器,1个,Intel 8265AC,720p HD 摄像头,背光键盘,,正版office家庭和学生版2016,"['//p2.lefile.cn/product/adminweb/2018/02/28/6f3KyYR65klc0yUKes34SZ0W1-9027.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/02/28/g7FsOaqQ2pUo65oZJASsukVSz-7662.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/apgA3MmzAI0boVTZiS0weEtgd-8713.w84.jpg', '//p1.lefile.cn/product/adminweb/2018/02/28/cFcYU94Qpd1KEKOggETmbgUEm-0499.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/02/28/PTnLoIyZk4ql72ER1HbTUlEES-4019.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/01/hCzn1jgId6WfezwVPjFb2en0k-2611.w84.jpg']",内置24Whr+后置24Whr,,BT4.1,,,,16:9,1个,,内置扬声器,内置麦克风,多点触摸板 Trackpoint指点杆,,,扩展坞（CS18）接口,,,,6MB,1个,有,有,全国联保，享受三包服务,1年,1年部件和人工 ，客户送修,,,,,,,,
ideapad 320S-15IKB 15.6英寸笔记本 银色 O2O_80X5000QCD, 第七代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-7200U,2.5 GHz,3.1 GHz,Windows 10 家庭中文版,15.6英寸,1366x768,高清屏幕,4GB,DDR4,,机械硬盘,1TB,独立显卡, NVIDIA Geforce 920MX,2GB,GDDR5,无光驱,1个,1个,HDMI,耳机、麦克风二合一接口,4合1读卡器,有,有,,,,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/08/03/2GKln3RpiAroukNLvS8wotVW3-3130.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/03/hnBqTREpxzjB03HZGD1Kpu7ow-3164.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/03/E4PIhI2zHKwYRNVUAW5YL3UF1-3122.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/08/03/IgDw65guKdi8m1VqsA24zpguH-3519.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/08/03/jFXc3Win30OfdPMKY30H1ABCk-3549.w84.jpg', '//p1.lefile.cn/product/adminweb/2017/08/02/A4P2jdqHQdvs4NUxC1tCXM1Zq-5446.w84.jpg']",30Wh,1.89Kg,,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,
YOGA 730-13IKB 13.3英寸触控笔记本 普希金 81CT000WCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,13.3英寸,1920x1080,全高清IPS屏幕,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,1个,,,耳机、麦克风二合一接口,,2个,有,720p HD 摄像头,背光键盘,306.8x216.3x13.9mm,正版office家庭和学生版2016,"['//p4.lefile.cn/product/adminweb/2018/03/08/ZLGPxbQB9mt7BVBE8wdo3knpK-4729.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/08/xRgrR1fq08qzQKBmE1yOBP5kA-4800.w84.jpg', '//p2.lefile.cn/product/adminweb/2018/03/16/HI8c4xPCqYWxIorv8t3BikFtW-8576.w84.jpg', '//p3.lefile.cn/product/adminweb/2018/03/08/xA8lxOK1ZO7ZqwXwHHZU6fyph-5359.w84.jpg', '//p4.lefile.cn/product/adminweb/2018/03/08/oCD6geqiFoyeWmxwsc6MwSkYq-0655.w84.jpg']",48.0Whr,,有,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,有,,,,,,,支持,,,,
ideapad 720S-13IKB 13.3英寸笔记本 黑色 81BV002MCD,第八代Kabylake智能英特尔® 酷睿™ i5 处理器,i5-8250U,1.6 GHz,3.4 GHz,Windows 10 家庭中文版,13.3英寸,1920x1080,,8GB,DDR4,,SSD固态硬盘,256GB,集成显卡,,,,无光驱,2个,,,耳机、麦克风二合一接口,,2个,有,,背光键盘,305.9x213.82x13.6mm,正版office家庭和学生版2016,"['//p1.lefile.cn/product/adminweb/2017/10/25/6i2EzNhMuUSwgvKcnSRhk7ixC-4317.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/25/Har9mY57oMEjl8A2G0uGoHmzV-4414.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/10/25/r1hTctM12n1DOdpiYrExWUAMs-4420.w84.jpg', '//p4.lefile.cn/product/adminweb/2017/10/25/qzZVMMeaxN8Fcb58YbP5LoVFO-4845.w84.jpg', '//p3.lefile.cn/product/adminweb/2017/10/25/g3QraU799G5s6xdfE6FdJOY7Y-4864.w84.jpg', '//p2.lefile.cn/product/adminweb/2017/10/24/07893DsMrzTg9gra1zfmcIYN2-3700.w84.jpg']",48.0Whr,1.14kg,,100-240V自适应交流电源适配器,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,
